"dataset","model","sample.size","effect_size","replicate","minor.freq","b.snp","b.med","SD","W_n","Z_n","K_n","U_n","n.resamples","R2.T1.U","R2.T2.U","truth.model","n.true.confs","true.confs","CSq.n.selected","CSq.n.tp","CSq.n.fp","CSq.n.fn","CSq.n.fp.other.trio","CSq.has.common.child","CSq.has.intermediate","CSq.selected","CSa.n.selected","CSa.n.tp","CSa.n.fp","CSa.n.fn","CSa.n.fp.other.trio","CSa.has.common.child","CSa.has.intermediate","CSa.selected","CSq.filter_int_child","CSa.filter_int_child","mrpc.truth.model","mrpc.truth.correct","mrpc.truth.correct.coarse","mrpc.truth.time.seconds","mrpc.truth.timed.out","mrpc.truth.error","mrpc.CSq.model","mrpc.CSq.correct","mrpc.CSq.correct.coarse","mrpc.CSq.time.seconds","mrpc.CSq.timed.out","mrpc.CSq.error","mrpc.CSa.model","mrpc.CSa.correct","mrpc.CSa.correct.coarse","mrpc.CSa.time.seconds","mrpc.CSa.timed.out","mrpc.CSa.error"
164,"model3",300,"small",3,0.41,0.495599082298577,0.103029167139903,1,1,1,0,50,1,0.659219104183723,0.612843492731151,"M3",50,"U1.164;U2.164;U3.164;U4.164;U5.164;U6.164;U7.164;U8.164;U9.164;U10.164;U11.164;U12.164;U13.164;U14.164;U15.164;U16.164;U17.164;U18.164;U19.164;U20.164;U21.164;U22.164;U23.164;U24.164;U25.164;U26.164;U27.164;U28.164;U29.164;U30.164;U31.164;U32.164;U33.164;U34.164;U35.164;U36.164;U37.164;U38.164;U39.164;U40.164;U41.164;U42.164;U43.164;U44.164;U45.164;U46.164;U47.164;U48.164;U49.164;U50.164",8,5,3,45,1,TRUE,TRUE,"U30.164;U31.164;U37.164;U46.164;U48.164;W1.164;Z1.164;W1.936",116,22,94,28,92,TRUE,TRUE,"U18.14;U18.37;U4.40;U26.40;U28.40;U10.86;U47.87;U27.88;U12.111;U27.136;U20.138;U32.140;U5.163;W1.163;U3.164;U7.164;U8.164;U9.164;U10.164;U11.164;U13.164;U14.164;U17.164;U20.164;U21.164;U23.164;U30.164;U31.164;U35.164;U37.164;U38.164;U43.164;U45.164;U46.164;U48.164;U50.164;W1.164;Z1.164;U8.187;U23.190;U27.211;U15.236;U29.238;U35.239;U7.262;U7.287;U4.288;U5.312;U17.313;U30.313;U10.339;U11.361;U42.388;U14.390;U33.461;U11.462;U5.464;U10.486;U17.564;U9.614;U11.614;U15.637;U5.687;U8.687;U11.687;U7.714;U20.739;U10.763;U7.790;U31.790;U12.812;U16.812;U5.815;U13.815;U10.837;U4.840;U31.840;U16.865;U21.887;U3.889;U35.936;W1.936;Z1.936;U6.937;U23.939;U14.963;U20.986;U20.988;U35.988;Z1.988;U31.989;U9.1011;U10.1014;U18.1038;U24.1089;U12.1139;W1.1140;U2.1162;U21.1162;U31.1165;U24.1187;U27.1187;Z1.1212;U19.1214;U4.1239;Z1.1240;U24.1262;U9.1264;U20.1286;U27.1290;U8.1340;U6.1363;U14.1388;U37.1388;U48.1411;U10.1461",TRUE,TRUE,NA,FALSE,FALSE,NA,TRUE,"reached elapsed time limit [cpu=180s, elapsed=180s]","M0.2",FALSE,FALSE,2.39991307258606,FALSE,NA,NA,NA,NA,NA,NA,"CS-alpha arm not attempted: not listed in mrpc.arms: the CS-alpha set is too large for MRPC to fit (see inference_config.R)"
165,"model4",300,"small",3,0.33,0.250993350427598,0.294400731520727,1,1,1,0,1,1,0.0212005373457635,0.0179847936961594,"M4",1,"U1.165",2,0,2,1,0,TRUE,TRUE,"W1.165;Z1.165",92,0,92,1,90,TRUE,TRUE,"W1.14;U4.36;U21.37;U36.38;U46.38;U29.61;U39.65;Z1.65;U25.86;U28.90;W1.90;U11.113;U2.114;U15.138;U1.161;U4.163;W1.165;Z1.165;U14.189;U15.189;U34.190;U3.213;U1.238;U38.239;U23.265;U1.286;U3.286;U27.315;U4.361;U3.363;U4.364;W1.386;U3.413;U27.413;U14.414;U9.461;U26.463;U12.465;U3.487;U19.539;U5.561;U14.561;U17.637;U25.637;U22.639;U20.661;U16.714;U30.739;U33.740;U12.836;U19.862;U4.887;Z1.889;U4.890;U18.913;U21.914;U13.939;W1.940;U17.961;U12.989;U18.989;U10.1037;U9.1064;U5.1111;U3.1113;U26.1113;U20.1164;U11.1190;U29.1190;U30.1214;U4.1237;U19.1237;U2.1238;U29.1261;U14.1263;U5.1265;U22.1311;Z1.1311;U11.1314;U17.1315;Z1.1315;U27.1337;U8.1338;U8.1389;U7.1436;U27.1439;W1.1440;U28.1463;U8.1486;U7.1488;W1.1488;U29.1490",TRUE,TRUE,"M1.1",FALSE,FALSE,0.276705980300903,FALSE,NA,"Other",FALSE,FALSE,0.30878210067749,FALSE,NA,NA,NA,NA,NA,NA,"CS-alpha arm not attempted: not listed in mrpc.arms: the CS-alpha set is too large for MRPC to fit (see inference_config.R)"
176,"model0",50,"medium",3,0.37,0.669201678945683,0.378901065792888,1,1,1,0,44,1,0.955990175991357,0.904373144831221,"M0.1",44,"U1.176;U2.176;U3.176;U4.176;U5.176;U6.176;U7.176;U8.176;U9.176;U10.176;U11.176;U12.176;U13.176;U14.176;U15.176;U16.176;U17.176;U18.176;U19.176;U20.176;U21.176;U22.176;U23.176;U24.176;U25.176;U26.176;U27.176;U28.176;U29.176;U30.176;U31.176;U32.176;U33.176;U34.176;U35.176;U36.176;U37.176;U38.176;U39.176;U40.176;U41.176;U42.176;U43.176;U44.176",1,0,1,44,0,TRUE,FALSE,"Z1.176",102,2,100,42,98,TRUE,TRUE,"W1.1;U7.2;U1.26;U23.29;U8.54;U25.102;U37.102;U16.104;U22.176;U34.176;W1.176;Z1.176;U6.178;U15.180;U21.201;W1.203;U1.228;U17.230;U23.301;U25.302;Z1.303;U35.326;U4.328;U21.328;U29.328;U19.351;U26.353;U7.355;U28.355;U1.376;Z1.376;U11.377;U1.379;U38.402;Z1.403;U18.404;U20.404;U7.477;U25.477;U7.479;Z1.480;U23.502;U7.527;U27.527;U16.528;U19.553;Z1.579;U37.630;U16.653;Z1.654;U1.676;U11.677;U34.677;U23.701;U2.704;U18.727;U12.752;U32.755;U4.776;W1.776;U14.779;U5.801;U14.852;U13.879;U11.903;U6.926;Z1.929;U41.952;U9.955;U19.978;U22.980;Z1.1005;U17.1030;U26.1076;U28.1079;U27.1102;Z1.1103;U25.1104;U16.1105;U7.1152;U12.1153;U7.1154;U6.1177;U24.1203;U8.1226;U33.1228;U4.1254;U8.1255;U19.1278;U20.1280;U28.1280;U13.1304;U14.1304;Z1.1304;U34.1327;U13.1352;U10.1354;U11.1355;U23.1401;U14.1427;U11.1451;U11.1454",TRUE,TRUE,"Other",FALSE,FALSE,0.216315984725952,FALSE,NA,"Other",FALSE,FALSE,0.0261030197143555,FALSE,NA,NA,NA,NA,NA,NA,"CS-alpha arm not attempted: not listed in mrpc.arms: the CS-alpha set is too large for MRPC to fit (see inference_config.R)"
177,"model1",50,"medium",3,0.42,0.666255487594754,0.388541333191097,1,1,1,0,7,1,0.437462717824542,0.372300221076767,"M1.1",7,"U1.177;U2.177;U3.177;U4.177;U5.177;U6.177;U7.177",0,0,0,7,0,FALSE,FALSE,"",82,2,80,5,79,TRUE,FALSE,"U5.3;U15.4;U4.26;U10.29;U2.30;U10.51;U1.53;U1.103;U41.128;U24.129;U29.130;U31.130;U17.151;U3.177;U6.177;Z1.177;U33.205;U8.252;U21.252;U9.254;U24.301;U22.326;U1.330;U5.377;U10.377;U3.404;U17.427;U6.430;U19.454;U18.502;U10.504;U14.527;U27.553;W1.579;U2.626;U22.626;U10.653;U24.680;U13.752;U25.754;U1.780;U17.802;U1.805;U23.827;U36.828;U31.829;U20.855;U6.876;U13.876;U11.901;U43.903;U5.926;U16.929;U3.951;U16.954;U15.977;U3.979;U23.1005;U27.1030;U25.1076;U16.1101;U20.1101;U8.1129;U27.1153;U31.1153;U11.1154;U22.1201;U13.1202;U21.1203;U29.1229;Z1.1277;U6.1278;U14.1327;U28.1327;U11.1351;U28.1378;U22.1380;U1.1404;U12.1405;U21.1430;U6.1477;U27.1479",TRUE,TRUE,"Other",FALSE,FALSE,0.0333309173583984,FALSE,NA,"Other",FALSE,FALSE,0.0211639404296875,FALSE,NA,NA,NA,NA,NA,NA,"CS-alpha arm not attempted: not listed in mrpc.arms: the CS-alpha set is too large for MRPC to fit (see inference_config.R)"
178,"model2",50,"medium",3,0.21,0.925738223129883,0.425382228847593,1,1,1,0,9,1,0.299433457954908,0.554091199241627,"M2.1",9,"U1.178;U2.178;U3.178;U4.178;U5.178;U6.178;U7.178;U8.178;U9.178",0,0,0,9,0,FALSE,FALSE,"",82,0,82,9,81,TRUE,FALSE,"U10.2;U1.26;U33.27;U16.29;U14.54;U23.79;U4.102;U21.102;U24.102;U26.126;U29.126;U30.126;U9.130;U38.130;U1.155;Z1.178;U24.180;U1.205;U27.252;U7.277;U27.326;U5.353;U2.354;U4.377;U19.401;U22.404;U31.426;U40.452;U22.476;W1.603;U12.604;U18.626;U24.626;Z1.626;U2.628;U16.653;U12.703;U2.704;Z1.727;U30.752;U20.753;U37.753;W1.780;U31.802;U9.803;U11.830;U9.855;U6.877;U19.880;U3.928;U4.977;U19.977;U5.1002;U32.1005;U2.1028;U20.1051;U12.1080;U17.1127;U38.1152;U6.1153;U17.1153;U12.1177;U29.1202;U11.1226;U7.1228;U9.1253;U15.1255;U2.1276;U20.1280;U5.1303;U4.1354;U3.1355;U10.1355;U38.1355;U5.1403;U16.1426;U27.1427;W1.1429;U24.1430;U6.1454;U7.1454;U26.1455",TRUE,TRUE,"Other",FALSE,FALSE,0.0262579917907715,FALSE,NA,"Other",FALSE,FALSE,0.0160419940948486,FALSE,NA,NA,NA,NA,NA,NA,"CS-alpha arm not attempted: not listed in mrpc.arms: the CS-alpha set is too large for MRPC to fit (see inference_config.R)"
179,"model3",50,"medium",3,0.45,0.860919318860397,0.316624933807179,1,1,1,0,5,1,0.219441583717833,0.19405794696555,"M3",5,"U1.179;U2.179;U3.179;U4.179;U5.179",0,0,0,5,0,FALSE,FALSE,"",96,0,96,5,94,TRUE,TRUE,"U27.5;U26.29;U9.77;U23.127;U5.128;U13.128;U18.128;U32.130;U18.152;W1.179;Z1.179;U2.205;U22.205;U24.227;U12.255;U3.302;U8.330;U7.354;U15.402;U3.426;U41.452;U15.476;U29.476;U25.479;U12.505;U18.505;U21.527;U29.527;U13.529;Z1.552;U3.576;U28.604;U12.605;U21.652;U24.652;U18.653;Z1.653;U10.655;U34.677;U2.678;U10.678;U7.701;U30.704;U12.705;U31.705;U32.726;U12.752;W1.753;U39.755;Z1.778;U12.801;U23.802;Z1.805;U18.830;U16.854;U20.902;Z1.905;U3.927;U16.927;U3.929;U3.930;U27.955;U30.977;U23.979;U17.1003;Z1.1028;U28.1030;U5.1054;U1.1076;U16.1076;U35.1079;U2.1127;U21.1151;U16.1152;U5.1179;U10.1179;U13.1179;U9.1202;U11.1203;W1.1204;U1.1226;U39.1229;U3.1276;U37.1276;U11.1277;U7.1280;U22.1326;U12.1327;U29.1352;U5.1354;U9.1376;U18.1376;Z1.1377;U20.1429;U34.1455;U41.1455",TRUE,TRUE,"M3",TRUE,TRUE,0.0268700122833252,FALSE,NA,"M3",TRUE,TRUE,0.0228011608123779,FALSE,NA,NA,NA,NA,NA,NA,"CS-alpha arm not attempted: not listed in mrpc.arms: the CS-alpha set is too large for MRPC to fit (see inference_config.R)"
180,"model4",50,"medium",3,0.15,0.602559186518192,0.486763117322698,1,1,1,0,37,2,0.899507696707465,0.891755366182665,"M4",37,"U1.180;U2.180;U3.180;U4.180;U5.180;U6.180;U7.180;U8.180;U9.180;U10.180;U11.180;U12.180;U13.180;U14.180;U15.180;U16.180;U17.180;U18.180;U19.180;U20.180;U21.180;U22.180;U23.180;U24.180;U25.180;U26.180;U27.180;U28.180;U29.180;U30.180;U31.180;U32.180;U33.180;U34.180;U35.180;U36.180;U37.180",0,0,0,37,0,FALSE,FALSE,"",98,3,95,34,93,TRUE,TRUE,"U17.2;W1.2;U22.51;U38.128;U16.129;U35.154;U2.155;U32.176;U41.176;U4.180;U19.180;U29.180;W1.180;Z1.180;U12.203;U23.252;U10.253;U19.278;U26.326;U35.330;U6.351;U24.351;U4.352;U8.353;U28.353;U13.354;U9.377;U26.377;U18.379;U31.402;U2.405;U5.405;U28.426;U32.426;Z1.426;U28.427;U15.430;U12.454;U17.454;U12.502;U24.502;U16.526;U17.526;U10.527;U32.529;U4.577;U3.579;U10.626;U18.678;U9.679;U17.679;U19.680;U9.726;U5.727;U16.752;U35.802;U9.805;U26.805;U12.879;U15.902;U22.903;U13.926;U24.951;U42.952;U16.980;U28.1002;U7.1003;U11.1005;U1.1026;W1.1030;U34.1053;U16.1101;U17.1126;U15.1151;U23.1153;U6.1155;U9.1205;U11.1226;W1.1229;U26.1230;U12.1278;U6.1280;U24.1302;U35.1302;W1.1351;U6.1352;U44.1355;U4.1377;U3.1378;U15.1379;U10.1426;U2.1427;U21.1429;U6.1451;U28.1451;U22.1455;Z1.1455;U4.1479",TRUE,TRUE,"Other",FALSE,FALSE,0.169384956359863,FALSE,NA,"Other",FALSE,FALSE,0.0493059158325195,FALSE,NA,NA,NA,NA,NA,NA,"CS-alpha arm not attempted: not listed in mrpc.arms: the CS-alpha set is too large for MRPC to fit (see inference_config.R)"
181,"model0",150,"medium",3,0.41,0.699759507202543,0.321000072034076,1,1,1,0,8,1,0.324456293007107,0.207854308147732,"M0.1",8,"U1.181;U2.181;U3.181;U4.181;U5.181;U6.181;U7.181;U8.181",1,0,1,8,0,TRUE,FALSE,"Z1.181",90,4,86,4,84,TRUE,TRUE,"U33.7;U36.7;U18.31;U38.34;U22.58;U32.82;U31.85;U19.108;U25.110;U10.132;U5.160;U4.181;U5.181;U6.181;U8.181;W1.181;Z1.181;U19.206;U31.206;U42.210;U16.231;U10.234;U18.259;U2.282;U9.306;U23.331;U26.357;U19.359;U17.382;U31.382;U17.383;U20.385;U2.410;U4.431;U8.431;U24.434;U42.435;U9.457;U12.458;U29.458;U8.459;U28.485;U16.531;W1.535;U10.558;U33.558;U8.606;U3.609;U32.631;U32.685;U14.707;U5.708;U16.708;U30.734;U16.735;U11.782;U12.783;U15.785;U25.834;U13.882;U11.934;U7.956;U23.958;U35.1006;U45.1006;U1.1032;U19.1033;U34.1056;U7.1058;U29.1082;W1.1082;U15.1083;U30.1083;U8.1131;U7.1132;U16.1135;U21.1160;U30.1160;U22.1210;U7.1232;U41.1256;U31.1258;U49.1258;U2.1260;U17.1281;U21.1284;U35.1409;U27.1482;U32.1482;U2.1484",TRUE,TRUE,"M0.1",TRUE,TRUE,0.06233811378479,FALSE,NA,"M0.1",TRUE,TRUE,0.0313310623168945,FALSE,NA,NA,NA,NA,NA,NA,"CS-alpha arm not attempted: not listed in mrpc.arms: the CS-alpha set is too large for MRPC to fit (see inference_config.R)"
182,"model1",150,"medium",3,0.28,0.827854920411482,0.389079278707504,1,1,1,0,46,1,0.796528893023548,0.737403454608159,"M1.1",46,"U1.182;U2.182;U3.182;U4.182;U5.182;U6.182;U7.182;U8.182;U9.182;U10.182;U11.182;U12.182;U13.182;U14.182;U15.182;U16.182;U17.182;U18.182;U19.182;U20.182;U21.182;U22.182;U23.182;U24.182;U25.182;U26.182;U27.182;U28.182;U29.182;U30.182;U31.182;U32.182;U33.182;U34.182;U35.182;U36.182;U37.182;U38.182;U39.182;U40.182;U41.182;U42.182;U43.182;U44.182;U45.182;U46.182",2,1,1,45,0,TRUE,FALSE,"U43.182;Z1.182",109,11,98,35,97,TRUE,FALSE,"U30.6;U14.7;U9.9;U11.33;U44.33;U40.82;U5.131;U8.132;U1.133;U10.133;U24.133;U19.134;U9.158;U2.182;U6.182;U8.182;U10.182;U23.182;U26.182;U28.182;U31.182;U32.182;U33.182;U43.182;Z1.182;U2.184;U5.256;U35.282;U13.283;U31.331;U33.334;U33.356;U41.382;U39.384;U22.385;U32.385;U10.407;U24.432;U6.433;U19.434;U9.435;U41.435;W1.482;U15.556;Z1.556;U7.560;U14.584;U24.584;U25.584;U1.585;U7.609;U14.631;U21.632;U3.634;U36.659;U16.709;U29.709;W1.710;Z1.710;U8.731;U15.732;U13.781;W1.806;U4.808;U5.809;U8.809;U8.831;U6.857;U31.885;U17.931;U24.931;U25.931;U23.933;U3.934;U9.958;U17.960;U19.1006;U1.1007;U18.1060;U38.1083;U45.1107;U27.1108;U4.1131;U9.1131;U8.1157;U21.1207;U1.1233;U11.1234;U2.1260;U13.1331;U5.1332;U21.1334;U39.1335;W1.1335;U4.1382;U8.1382;U17.1382;U19.1382;U5.1384;U8.1407;U8.1408;U33.1409;U13.1432;U35.1435;U1.1459;U17.1459;U5.1460;U5.1481;U35.1485",TRUE,TRUE,"Other",FALSE,FALSE,0.402666091918945,FALSE,NA,"Other",FALSE,FALSE,0.0355410575866699,FALSE,NA,NA,NA,NA,NA,NA,"CS-alpha arm not attempted: not listed in mrpc.arms: the CS-alpha set is too large for MRPC to fit (see inference_config.R)"
183,"model2",150,"medium",3,0.34,0.967110415920615,0.336622212734073,1,1,1,0,28,1,0.597724573418797,0.546882786760799,"M2.1",28,"U1.183;U2.183;U3.183;U4.183;U5.183;U6.183;U7.183;U8.183;U9.183;U10.183;U11.183;U12.183;U13.183;U14.183;U15.183;U16.183;U17.183;U18.183;U19.183;U20.183;U21.183;U22.183;U23.183;U24.183;U25.183;U26.183;U27.183;U28.183",2,1,1,27,0,TRUE,FALSE,"U22.183;Z1.183",98,9,89,19,87,TRUE,TRUE,"U43.6;U13.7;U32.31;U40.33;U33.34;U25.83;U2.106;U9.107;U25.107;U16.135;U38.157;U42.157;U23.158;U26.159;U6.183;U15.183;U18.183;U19.183;U20.183;U22.183;U23.183;U27.183;U28.183;W1.183;Z1.183;U7.206;U34.210;U4.259;U20.282;U38.282;U21.283;U34.331;U50.331;U2.332;U6.357;U34.359;U21.407;U26.407;U35.409;U38.409;U5.457;U15.482;U30.485;Z1.507;U11.531;U29.532;U7.557;U23.558;U27.634;U10.635;U32.659;U8.660;Z1.660;U6.682;U21.682;U29.682;U17.684;U20.684;Z1.708;U27.757;U3.784;U26.784;Z1.809;U19.857;U23.859;U11.908;U3.933;U14.933;U15.981;U25.1006;U39.1006;U12.1034;U27.1081;U30.1083;U37.1083;U1.1084;U22.1108;U16.1109;U22.1110;U18.1135;U10.1181;U3.1184;Z1.1184;U20.1207;U19.1231;U20.1234;U6.1259;U22.1259;U7.1284;U3.1307;U2.1331;U7.1333;U15.1381;U21.1381;U37.1406;U30.1408;U30.1459;U30.1482",TRUE,TRUE,"Other",FALSE,FALSE,0.171162843704224,FALSE,NA,"M0.1",FALSE,FALSE,0.0550251007080078,FALSE,NA,NA,NA,NA,NA,NA,"CS-alpha arm not attempted: not listed in mrpc.arms: the CS-alpha set is too large for MRPC to fit (see inference_config.R)"
184,"model3",150,"medium",3,0.23,0.890684724436142,0.303593638818711,1,1,1,0,37,1,0.663857106678701,0.653638497804077,"M3",37,"U1.184;U2.184;U3.184;U4.184;U5.184;U6.184;U7.184;U8.184;U9.184;U10.184;U11.184;U12.184;U13.184;U14.184;U15.184;U16.184;U17.184;U18.184;U19.184;U20.184;U21.184;U22.184;U23.184;U24.184;U25.184;U26.184;U27.184;U28.184;U29.184;U30.184;U31.184;U32.184;U33.184;U34.184;U35.184;U36.184;U37.184",1,0,1,37,0,TRUE,FALSE,"Z1.184",106,8,98,29,97,TRUE,FALSE,"U41.6;U27.7;U3.33;U15.33;U1.34;U18.57;U17.60;U37.60;U23.82;U5.84;U1.107;U28.107;U39.182;U6.184;U10.184;U11.184;U14.184;U17.184;U28.184;U35.184;U37.184;Z1.184;U5.185;U13.234;U8.256;U30.260;U4.282;U7.282;U2.332;U41.333;U32.356;U15.358;U20.358;U14.359;U43.359;U23.382;U6.407;U17.433;U21.433;U13.435;U21.435;U30.458;U44.458;U7.483;Z1.509;U18.532;U33.532;U30.557;U39.559;U26.560;W1.583;U14.607;U24.610;U3.632;U15.632;U22.633;U41.634;U18.656;U21.656;U40.709;U17.710;U36.732;U11.734;U28.756;U31.757;U36.757;U12.758;U5.783;U1.860;U14.885;U41.908;U8.931;U10.933;U25.981;W1.981;U19.982;U9.985;U21.1006;U8.1057;U5.1060;U33.1082;U16.1107;U10.1108;U20.1110;U24.1157;U5.1159;U39.1160;U28.1183;U1.1185;U36.1206;Z1.1208;Z1.1210;U32.1231;U26.1284;U15.1310;U36.1334;U15.1335;U30.1335;U35.1406;U22.1431;U6.1433;U12.1434;U32.1435;U5.1459;U7.1482;U11.1485",TRUE,TRUE,"M3",TRUE,TRUE,0.297547101974487,FALSE,NA,"M3",TRUE,TRUE,0.0746119022369385,FALSE,NA,NA,NA,NA,NA,NA,"CS-alpha arm not attempted: not listed in mrpc.arms: the CS-alpha set is too large for MRPC to fit (see inference_config.R)"
185,"model4",150,"medium",3,0.11,0.630648567574099,0.365364529797807,1,1,1,0,12,1,0.319361378166526,0.340757519096969,"M4",12,"U1.185;U2.185;U3.185;U4.185;U5.185;U6.185;U7.185;U8.185;U9.185;U10.185;U11.185;U12.185",3,2,1,10,0,TRUE,FALSE,"U1.185;U5.185;Z1.185",110,5,105,7,104,TRUE,FALSE,"U17.9;U17.33;U1.34;U7.56;U14.56;U19.59;U2.81;Z1.82;U28.85;Z1.110;U13.131;U13.134;U8.159;U29.182;U1.185;U5.185;U8.185;U11.185;U12.185;Z1.185;U23.210;U2.257;U6.260;U17.281;U5.285;U3.307;U26.332;U31.357;U39.359;U18.381;U16.382;U1.383;U10.408;U26.408;U37.410;U6.435;U48.435;U8.458;U21.458;U16.460;U27.460;U7.483;U11.483;U16.556;U39.556;U8.558;U30.560;U24.583;U17.584;U6.633;U5.656;U32.656;W1.710;U26.731;U37.731;U20.732;U23.732;Z1.733;U1.757;U15.758;U11.785;U14.785;U5.806;U6.809;U34.810;U2.832;U25.834;Z1.881;U18.882;U14.883;U19.883;U17.885;U41.885;U7.933;U4.959;U8.959;U5.984;U13.985;U3.1056;U8.1056;U13.1057;U16.1084;U11.1106;U26.1107;U45.1107;Z1.1107;U9.1132;U2.1134;U46.1135;U9.1160;U31.1160;U45.1160;U2.1183;U17.1183;U31.1183;U11.1233;U22.1234;U10.1307;U22.1310;U5.1331;U11.1335;Z1.1356;U24.1381;U32.1382;U2.1406;U28.1406;U16.1409;U24.1482;U26.1483;U21.1485",TRUE,TRUE,"Other",FALSE,FALSE,0.133067846298218,FALSE,NA,"Other",FALSE,FALSE,0.0527279376983643,FALSE,NA,NA,NA,NA,NA,NA,"CS-alpha arm not attempted: not listed in mrpc.arms: the CS-alpha set is too large for MRPC to fit (see inference_config.R)"
186,"model0",300,"medium",3,0.12,0.691276752855629,0.360479882964864,1,1,1,0,16,1,0.409699583261789,0.367593602743436,"M0.1",16,"U1.186;U2.186;U3.186;U4.186;U5.186;U6.186;U7.186;U8.186;U9.186;U10.186;U11.186;U12.186;U13.186;U14.186;U15.186;U16.186",6,5,1,11,0,TRUE,FALSE,"U1.186;U3.186;U11.186;U13.186;U16.186;Z1.186",105,13,92,3,90,TRUE,TRUE,"U1.13;U30.38;U48.38;U3.40;U4.63;U16.65;U15.86;U36.87;U40.87;U21.88;U24.90;U10.114;U33.140;U12.161;U39.164;U1.186;U2.186;U3.186;U4.186;U6.186;U7.186;U9.186;U10.186;U11.186;U12.186;U13.186;U15.186;U16.186;W1.186;Z1.186;U1.240;W1.262;U28.263;U40.263;U6.287;U9.287;U3.313;U40.313;U4.363;U8.364;U1.365;U25.388;U42.388;U10.389;U18.389;U24.389;U2.411;U7.411;U16.413;U11.414;U12.461;U5.511;U12.512;Z1.540;U14.589;U21.590;U21.613;U6.615;U10.636;Z1.636;U19.637;U30.638;U7.640;U8.661;U21.688;U40.688;U8.737;U10.812;W1.813;U8.836;U21.838;U19.864;U26.889;U44.914;U3.939;U21.939;U28.1013;U28.1038;U8.1062;U18.1063;U22.1063;U6.1086;W1.1137;U22.1138;U1.1164;U21.1164;U1.1212;U26.1214;W1.1236;U10.1238;U7.1239;U18.1239;U22.1239;W1.1287;U10.1311;U44.1312;U17.1363;U26.1365;U34.1388;U6.1389;Z1.1390;U8.1439;U22.1463;U24.1486;U13.1489",TRUE,TRUE,"M0.1",TRUE,TRUE,50.1744930744171,FALSE,NA,"M0.1",TRUE,TRUE,0.13636589050293,FALSE,NA,NA,NA,NA,NA,NA,"CS-alpha arm not attempted: not listed in mrpc.arms: the CS-alpha set is too large for MRPC to fit (see inference_config.R)"
187,"model1",300,"medium",3,0.34,0.878438521060161,0.453798272600397,1,1,1,0,26,1,0.529347618730192,0.543121524689319,"M1.1",26,"U1.187;U2.187;U3.187;U4.187;U5.187;U6.187;U7.187;U8.187;U9.187;U10.187;U11.187;U12.187;U13.187;U14.187;U15.187;U16.187;U17.187;U18.187;U19.187;U20.187;U21.187;U22.187;U23.187;U24.187;U25.187;U26.187",8,6,2,20,0,TRUE,TRUE,"U2.187;U3.187;U4.187;U9.187;U11.187;U26.187;W1.187;Z1.187",113,14,99,12,97,TRUE,TRUE,"U10.37;U17.38;U15.40;W1.40;U25.61;U42.62;Z1.64;U7.65;U19.65;U4.87;U28.87;U41.87;U11.88;U18.90;U11.114;U27.136;U2.187;U3.187;U4.187;U5.187;U9.187;U10.187;U11.187;U15.187;U16.187;U20.187;U21.187;U23.187;U25.187;U26.187;W1.187;Z1.187;W1.189;U1.213;U35.213;W1.215;U34.238;U40.264;U22.364;U18.365;U19.389;U10.390;U11.390;U17.414;U22.487;U10.490;U2.590;U26.636;U26.637;U25.663;U26.712;U29.739;U35.761;U10.763;U5.786;U1.787;U4.789;U39.811;U16.812;U18.814;U46.814;W1.837;U30.840;U26.890;Z1.911;U8.914;U34.914;U2.936;U14.940;U1.989;U17.989;U28.989;U30.989;U45.989;U10.1014;U18.1014;U33.1014;U27.1015;U11.1036;U31.1036;U20.1038;U38.1038;U32.1062;U9.1063;U40.1088;U9.1089;U19.1112;W1.1137;U10.1161;U11.1162;U5.1163;U35.1214;U26.1238;U21.1263;U24.1286;U29.1286;U30.1286;U31.1290;U33.1312;U35.1312;U10.1339;U4.1362;U10.1365;U14.1388;U32.1389;U24.1390;U19.1413;U20.1413;U21.1438;U47.1438;U4.1440;U27.1486;U28.1488",TRUE,TRUE,"M2.1",FALSE,FALSE,168.982003927231,FALSE,NA,"M2.1",FALSE,FALSE,2.02319097518921,FALSE,NA,NA,NA,NA,NA,NA,"CS-alpha arm not attempted: not listed in mrpc.arms: the CS-alpha set is too large for MRPC to fit (see inference_config.R)"
